frame index,label
0,Neck Identification
1,Neck Identification
2,Neck Identification
3,Neck Identification
4,Neck Identification
5,Neck Identification
6,Neck Identification
7,Neck Identification
8,Neck Identification
9,Neck Identification
10,Neck Identification
11,Neck Identification
12,Neck Identification
13,Neck Identification
14,Neck Identification
15,Neck Identification
16,Neck Identification
17,Neck Identification
18,Neck Identification
19,Neck Identification
20,Neck Identification
21,Neck Identification
22,Neck Identification
23,Neck Identification
24,Neck Identification
25,Neck Identification
26,Neck Identification
27,Neck Identification
28,Neck Identification
29,Neck Identification
30,Neck Identification
31,Neck Identification
32,Clipping
33,Clipping
34,Clipping
35,Clipping
36,Clipping
37,Clipping
38,Clipping
39,Clipping
40,Clipping
41,Clipping
42,Clipping
43,Clipping
44,Clipping
45,Clipping
46,Clipping
47,Clipping
48,Clipping
49,Clipping
50,Clipping
51,Clipping
52,Clipping
53,Clipping
54,Clipping
55,Clipping
56,Clipping
57,Clipping
58,Clipping
59,Clipping
60,Clipping
61,Clipping
62,Clipping
63,Clipping
64,Clipping
65,Clipping
66,Clipping
67,Clipping
68,Clipping
69,Clipping
70,Clipping
71,Clipping
72,Clipping
73,Clipping
74,Delete
75,Delete
76,Delete
77,Delete
78,Delete
79,Delete
80,Delete
81,Delete
82,Delete
83,Delete
84,Delete
85,Delete
86,Delete
87,Delete
88,Delete
89,Delete
90,Delete
91,Delete
92,Delete
93,Delete
94,Delete
95,Delete
96,Delete
97,Delete
98,Delete
99,Delete
100,Delete
101,Delete
102,Delete
103,Delete
104,Delete
105,Delete
106,Delete
107,Delete
108,Delete
109,Delete
110,Delete
111,Delete
112,Delete
113,Delete
114,Delete
115,Delete
116,Delete
117,Delete
118,Delete
119,Delete
120,Delete
121,Delete
122,Delete
123,Delete
124,Delete
125,Delete
126,Delete
127,Delete
128,Delete
129,Delete
130,Delete
131,Delete
132,Delete
133,Delete
134,Delete
135,Delete
136,Delete
137,Delete
138,Delete
139,Delete
140,Delete
141,Delete
142,Delete
143,Delete
144,Delete
145,Delete
146,Delete
147,Delete
148,Delete
149,Delete
150,Delete
151,Delete
152,Delete
153,Delete
154,Delete
155,Delete
156,Delete
157,Delete
158,Delete
159,Delete
160,Delete
161,Delete
162,Delete
163,Delete
164,Delete
165,Delete
166,Delete
167,Delete
168,Delete
169,Delete
170,Delete
171,Delete
172,Delete
173,Delete
174,Delete
175,Delete
176,Delete
177,Delete
178,Delete
179,Delete
180,Delete
181,Delete
182,Delete
183,Delete
184,Delete
185,Delete
186,Delete
187,Delete
188,Delete
189,Delete
190,Delete
191,Delete
192,Delete
193,Delete
194,Delete
195,Delete
196,Delete
197,Delete
198,Delete
199,Delete
200,Delete
201,Delete
202,Delete
203,Delete
204,Delete
205,Delete
206,Delete
207,Delete
208,Delete
209,Delete
210,Delete
211,Delete
212,Delete
213,Delete
214,Delete
215,Delete
216,Delete
217,Delete
218,Delete
219,Delete
220,Delete
221,Delete
222,Delete
223,Delete
224,Delete
225,Delete
226,Delete
227,Delete
228,Delete
229,Delete
230,Delete
231,Delete
232,Delete
233,Delete
234,Delete
235,Delete
236,Delete
237,Delete
238,Delete
239,Delete
240,Delete
241,Delete
242,Delete
243,Delete
244,Delete
245,Delete
246,Delete
247,Delete
248,Delete
249,Delete
250,Delete
251,Delete
252,Delete
253,Delete
254,Delete
255,Delete
256,Delete
257,Delete
258,Delete
259,Delete
260,Delete
261,Delete
262,Delete
263,Delete
264,Delete
265,Delete
266,Delete
267,Delete
268,Delete
269,Delete
270,Delete
271,Delete
272,Delete
273,Delete
274,Delete
275,Delete
276,Delete
277,Delete
278,Delete
279,Delete
280,Delete
281,Delete
282,Delete
283,Delete
284,Delete
285,Delete
286,Delete
287,Delete
288,Delete
289,Delete
290,Delete
291,Delete
292,Delete
293,Delete
294,Delete
295,Delete
296,Delete
297,Delete
298,Delete
299,Delete
300,Delete
301,Delete
302,Delete
303,Delete
304,Delete
305,Delete
306,Delete
307,Delete
308,Delete
309,Delete
310,Delete
311,Delete
312,Delete
313,Delete
314,Delete
315,Delete
316,Delete
317,Delete
318,Delete
319,Delete
320,Delete
321,Delete
322,Delete
323,Delete
324,Delete
325,Delete
326,Delete
327,Delete
328,Delete
329,Delete
330,Delete
331,Delete
332,Delete
333,Delete
334,Delete
335,Delete
336,Delete
337,Delete
338,Delete
339,Delete
340,Delete
341,Delete
342,Delete
343,Delete
344,Delete
345,Delete
346,Delete
347,Delete
348,Delete
349,Delete
350,Delete
351,Delete
352,Delete
353,Delete
354,Delete
355,Delete
356,Delete
357,Delete
358,Delete
359,Delete
360,Delete
361,Delete
362,Delete
363,Delete
364,Delete
365,Delete
366,Delete
367,Delete
368,Delete
369,Delete
370,Delete
371,Delete
372,Delete
373,Delete
374,Delete
375,Delete
376,Delete
377,Delete
378,Delete
379,Delete
380,Delete
381,Delete
382,Delete
383,Delete
384,Delete
385,Delete
386,Delete
387,Delete
388,Delete
389,Delete
390,Delete
391,Delete
392,Delete
393,Delete
394,Delete
395,Delete
396,Delete
397,Delete
398,Delete
399,Delete
400,Delete
401,Delete
402,Delete
403,Delete
404,Delete
405,Delete
406,Delete
407,Delete
408,Delete
409,Delete
410,Delete
411,Delete
412,Delete
413,Delete
414,Delete
415,Delete
416,Delete
417,Delete
418,Delete
419,Delete
420,Delete
421,Delete
422,Delete
423,Delete
424,Delete
425,Delete
426,Delete
427,Delete
428,Delete
429,Delete
430,Delete
431,Delete
432,Delete
433,Delete
434,Delete
435,Delete
436,Delete
437,Delete
438,Delete
439,Delete
440,Delete
441,Delete
442,Delete
443,Delete
444,Delete
445,Delete
446,Delete
447,Delete
448,Delete
449,Delete
450,Delete
451,Delete
452,Delete
453,Delete
454,Delete
455,Delete
456,Delete
457,Delete
458,Delete
459,Delete
460,Delete
461,Delete
462,Delete
463,Delete
464,Delete
465,Delete
466,Delete
467,Delete
468,Delete
469,Delete
470,Delete
471,Delete
472,Delete
473,Delete
474,Delete
475,Delete
476,Delete
477,Delete
478,Delete
479,Delete
480,Delete
481,Delete
482,Delete
483,Delete
484,Delete
485,Delete
486,Delete
487,Delete
488,Delete
489,Delete
490,Delete
491,Delete
492,Delete
493,Delete
