frame index,label
0,Clipping
1,Clipping
2,Clipping
3,Clipping
4,Clipping
5,Clipping
6,Clipping
7,Clipping
8,Clipping
9,Clipping
10,Clipping
11,Clipping
12,Clipping
13,Clipping
14,Clipping
15,Clipping
16,Clipping
17,Clipping
18,Clipping
19,Clipping
20,Clipping
21,Clipping
22,Clipping
23,Clipping
24,Clipping
25,Clipping
26,Clipping
27,Clipping
28,Clipping
29,Clipping
30,Clipping
31,Clipping
32,Clipping
33,Clipping
34,Clipping
35,Clipping
36,Clipping
37,Clipping
38,Clipping
39,Clipping
40,Clipping
41,Clipping
42,Clipping
43,Clipping
44,Clipping
45,Clipping
46,Clipping
47,Clipping
48,Clipping
49,Clipping
50,Clipping
51,Clipping
52,Clipping
53,Clipping
54,Clipping
55,Clipping
56,Clipping
57,Clipping
58,Clipping
59,Clipping
60,Clipping
61,Clipping
62,Clipping
63,Clipping
64,Clipping
65,Clipping
66,Clipping
67,Clipping
68,Clipping
69,Clipping
70,Clipping
71,Clipping
72,Clipping
73,Clipping
74,Clipping
75,Clipping
76,Clipping
77,Clipping
78,Clipping
79,Clipping
80,Clipping
81,Clipping
82,Clipping
83,Clipping
84,Clipping
85,Clipping
86,Clipping
87,Clipping
88,Clipping
89,Clipping
90,Clipping
91,Clipping
92,Clipping
93,Clipping
94,Clipping
95,Clipping
96,Clipping
97,Clipping
98,Clipping
99,Clipping
100,Clipping
101,Clipping
102,Clipping
103,Clipping
104,Clipping
105,Clipping
106,Clipping
107,Clipping
108,Clipping
109,Clipping
110,Clipping
111,Clipping
112,Clipping
113,Clipping
114,Clipping
115,Clipping
116,Clipping
117,Clipping
118,Clipping
119,Clipping
120,Clipping
121,Clipping
122,Clipping
123,Clipping
124,Clipping
125,Clipping
126,Clipping
127,Clipping
128,Clipping
129,Clipping
130,Clipping
131,Clipping
132,Clipping
133,Clipping
134,Clipping
135,Clipping
136,Clipping
137,Clipping
138,Clipping
139,Clipping
140,Clipping
141,Clipping
142,Clipping
143,Clipping
144,Clipping
145,Clipping
146,Clipping
147,Clipping
148,Clipping
149,Clipping
150,Clipping
151,Clipping
152,Clipping
153,Clipping
154,Clipping
155,Clipping
156,Clipping
157,Clipping
158,Clipping
159,Clipping
160,Clipping
161,Clipping
162,Clipping
163,Clipping
164,Clipping
165,Clipping
166,Clipping
167,Clipping
168,Clipping
169,Clipping
170,Clipping
171,Clipping
172,Clipping
173,Clipping
174,Clipping
175,Clipping
176,Clipping
177,Clipping
178,Clipping
179,Clipping
180,Clipping
181,Clipping
182,Clipping
183,Clipping
184,Clipping
185,Clipping
186,Clipping
187,Clipping
188,Clipping
189,Clipping
190,Clipping
191,Clipping
192,Clipping
193,Clipping
194,Clipping
195,Clipping
196,Clipping
197,Clipping
198,Clipping
199,Clipping
200,Clipping
201,Clipping
202,Clipping
203,Clipping
204,Clipping
205,Clipping
206,Clipping
207,Clipping
208,Clipping
209,Clipping
210,Clipping
211,Clipping
212,Clipping
213,Clipping
214,Clipping
215,Clipping
216,Clipping
217,Clipping
218,Clipping
219,Clipping
220,Clipping
221,Clipping
222,Clipping
223,Clipping
224,Clipping
225,Clipping
226,Clipping
227,Clipping
228,Clipping
229,Clipping
230,Clipping
231,Clipping
232,Clipping
233,Clipping
234,Clipping
235,Clipping
236,Clipping
237,Clipping
238,Clipping
239,Clipping
240,Clipping
241,Clipping
242,Clipping
243,Clipping
244,Clipping
245,Clipping
246,Clipping
247,Clipping
248,Clipping
249,Clipping
250,Clipping
251,Clipping
252,Clipping
253,Clipping
254,Clipping
255,Clipping
256,Clipping
257,Clipping
258,Clipping
259,Clipping
260,Clipping
261,Clipping
262,Clipping
263,Clipping
264,Clipping
265,Clipping
266,Clipping
267,Clipping
268,Clipping
269,Clipping
270,Clipping
271,Clipping
272,Clipping
273,Clipping
274,Clipping
275,Clipping
276,Clipping
277,Clipping
278,Clipping
279,Clipping
280,Clipping
281,Clipping
282,Clipping
283,Clipping
284,Clipping
285,Clipping
286,Clipping
287,Clipping
288,Clipping
289,Clipping
290,Clipping
291,Clipping
292,Clipping
293,Clipping
294,Clipping
295,Clipping
296,Clipping
297,Clipping
298,Clipping
