frame index,label
0,Brain Exposure
1,Brain Exposure
2,Brain Exposure
3,Brain Exposure
4,Brain Exposure
5,Brain Exposure
6,Brain Exposure
7,Brain Exposure
8,Brain Exposure
9,Brain Exposure
10,Brain Exposure
11,Brain Exposure
12,Brain Exposure
13,Brain Exposure
14,Brain Exposure
15,Brain Exposure
16,Brain Exposure
17,Brain Exposure
18,Brain Exposure
19,Brain Exposure
20,Brain Exposure
21,Brain Exposure
22,Brain Exposure
23,Brain Exposure
24,Brain Exposure
25,Brain Exposure
26,Brain Exposure
27,Brain Exposure
28,Brain Exposure
29,Brain Exposure
30,Brain Exposure
31,Brain Exposure
32,Brain Exposure
33,Brain Exposure
34,Brain Exposure
35,Brain Exposure
36,Brain Exposure
37,Brain Exposure
38,Brain Exposure
39,Brain Exposure
40,Brain Exposure
41,Brain Exposure
42,Brain Exposure
43,Brain Exposure
44,Brain Exposure
45,Brain Exposure
46,Brain Exposure
47,Brain Exposure
48,Brain Exposure
49,Brain Exposure
50,Brain Exposure
51,Brain Exposure
52,Brain Exposure
53,Brain Exposure
54,Parent Vessel Identification
55,Parent Vessel Identification
56,Parent Vessel Identification
57,Parent Vessel Identification
58,Parent Vessel Identification
59,Parent Vessel Identification
60,Parent Vessel Identification
61,Parent Vessel Identification
62,Parent Vessel Identification
63,Parent Vessel Identification
64,Parent Vessel Identification
65,Parent Vessel Identification
66,Parent Vessel Identification
67,Parent Vessel Identification
68,Parent Vessel Identification
69,Parent Vessel Identification
70,Parent Vessel Identification
71,Parent Vessel Identification
72,Parent Vessel Identification
73,Parent Vessel Identification
74,Parent Vessel Identification
75,Parent Vessel Identification
76,Parent Vessel Identification
77,Parent Vessel Identification
78,Parent Vessel Identification
79,Parent Vessel Identification
80,Parent Vessel Identification
81,Parent Vessel Identification
82,Parent Vessel Identification
83,Parent Vessel Identification
84,Parent Vessel Identification
85,Parent Vessel Identification
86,Parent Vessel Identification
87,Parent Vessel Identification
88,Parent Vessel Identification
89,Parent Vessel Identification
90,Parent Vessel Identification
91,Parent Vessel Identification
92,Parent Vessel Identification
93,Parent Vessel Identification
94,Parent Vessel Identification
95,Parent Vessel Identification
96,Parent Vessel Identification
97,Parent Vessel Identification
98,Parent Vessel Identification
99,Parent Vessel Identification
100,Parent Vessel Identification
101,Parent Vessel Identification
