frame index,label
0,Dome Identification
1,Dome Identification
2,Dome Identification
3,Dome Identification
4,Dome Identification
5,Dome Identification
6,Dome Identification
7,Dome Identification
8,Dome Identification
9,Dome Identification
10,Dome Identification
11,Dome Identification
12,Dome Identification
13,Dome Identification
14,Dome Identification
15,Dome Identification
16,Dome Identification
17,Dome Identification
18,Dome Identification
19,Dome Identification
20,Dome Identification
21,Dome Identification
22,Dome Identification
